id,eventName,title,duration,unit,order,points,prerequisites,content_overview,content_objectives,content_resources,validationType,problems,systemPrompt,createdAt
Ii5LJHoP4Z9LUorL6dGp,Rocks and Minerals,Learning Module 2: Understanding the Rock Cycle,15-30 Min,Unit 1,2,10,[],"IWBAT : Accurately describe the rock cycle and understand the steps
","[""- Describe the Rock cycle"", ""- Understand how sedimentary, igneous, and metamorphic rocks interact in the cycle""]","[{""title"": ""Module 2 Doc "", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/document/d/14huU7cRT5Eyfae-hAvfrAW5YuWum9OP1D1gBRq4_JAU/edit?usp=sharing""}, {""title"": ""Rocks Cycle Video"", ""type"": ""video"", ""description"": """", ""url"": ""https://www.youtube.com/watch?v=VByCLpj-I_s&pp=0gcJCfwAo7VqN5tD ""}]",notesUpload,[],,2025-07-21T01:51:03.057000+00:00
ImhBE6tPQWvKwyuxiaW6,Chem Lab,1. Introduction to Stoichiometry,30 Minutes,Unit 1,1,10,[],"Learn about stoichiometry through practice problems and notes. From this module, members are expected to understand stoichiometry and its application to real chemical reactions. Members will also become proficient in converting between mass and moles in order to calculate reaction yields. Further, members will learn how reactions can have limiting reagents and how to identify these species. Lastly, members will apply their knowledge to combustion analysis and practice problems.","[""Understand that chemical reactions follow the Law of Conservation of Mass."", ""Learn to convert between mass and moles."", ""Learn to balance chemical reactions."", ""Understand limiting reagents."", ""Apply knowledge of stoichiometry to combustion analysis.""]","[{""description"": ""Uploaded notes + Practice Problems. Open document to see links to additional resources."", ""type"": ""external"", ""title"": ""Introduction to Stoichiometry"", ""url"": ""https://docs.google.com/document/d/19W4CHxswJyJgXr2QTA980TK42IToSuyQlC__PqHXKZY/edit?usp=sharing""}]",notesUpload,[],,2025-07-20T14:24:41.324000+00:00
JCCZvjC7dik4iyf9zlPP,Bungee Drop,Fundamentals of Elasticity,15 - 40 min,Unit 1,1,10,[],,[],"[{""title"": ""Fundamentals of Elasticity"", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/presentation/d/14pnPn7R9-NHgamSHtdF2w84J9L86rPgig9Ym5ZSGsfQ/edit?slide=id.g344deba6187_0_755#slide=id.g344deba6187_0_755""}, {""title"": ""Mechanical properties of Solids"", ""type"": ""reading"", ""description"": ""Extra Information for the most dedicated Bungee member\n- Read 8.1 to 8.3 (8.4 if you really want to)"", ""url"": ""https://flexbooks.ck12.org/cbook/ck-12-cbse-physics-class-11/section/8.1/primary/lesson/elasticity/""}]",none,[],,2025-07-20T20:56:43.560000+00:00
JPAFFBALzFYRe7g5WeTE,Boomilever,Statics Basics,20,Unit 1,1,100,[],"- Intro to Statics
- Application to Boomilever
- FBD",[],"[{""description"": """", ""type"": ""reading"", ""title"": ""Statics Slide"", ""url"": ""https://docs.google.com/presentation/d/1NrSLwG_IIVY7XUkltG-NQUjbtNrzZc7W0nVvdpiLquk/edit?usp=sharing""}]",none,[],,2025-07-21T03:33:24.530000+00:00
JmEk3t5CrdGA4geit0Jp,Dynamic Planet ,Module 5 - Topographic features 3,40 min,Unit 2,5,10,[],"In this module, we will learn about characteristics surrounding ocean basins and identify common estuaries.","[""Define ocean basins based on continents"", ""Define ocean basins based on surface connectivity"", ""Understand the changes occurring in our current ocean"", ""Identify and describe common estuaries"", ""Classify estuaries based on circulation"", ""Classify estuaries based on geomorphological features""]","[{""title"": ""Mod doc 5"", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/document/d/1bAMfp2WBn56tnbmZPcPvq-dGgw9fvsdlLFoI8-CeVDQ/edit?tab=t.0#heading=h.3960hzkcm6wn""}]",problems,"[""Explain how ocean basins are defined based on surface connectivity. How is this different from the definition based on continents?"", ""Identify and explain at least three sources for a changing ocean basin."", ""Name the 4 types of estuaries based on the geomorphological classification. State at least one quality for each that differentiates it from the rest."", ""Describe what a sill is and what difference it makes as its size changes. "", ""Name at least the 3 more common types of estuaries based on the circulatory classification. Briefly describe each one.""]",,2025-07-30T13:23:13.495000+00:00
JtChFAW8fz3IPC9zf8MS,Astronomy,Stellar Spectroscopy - Stellar Classification,45 min,Unit 2,5,23,[],"It's very important to visually understand spectroscopy and spectral properties in order to understand stellar classification. This resource will provide some insight, though I encourage you to keep exploring, as the chemistry of stars is quite beautifully fascinating :)","[""Understand the roles that emission and absorption lines play in determining stellar composition, forming a 'fingerprint'."", ""Understand how Wien's law and blackbody radiation curves allow for classification by OBAFGKM and relative strength of different absorption lines."", ""Describe how the photosphere's density impacts the sharpness of spectral lines."", ""Understand Doppler shifts and how they impact a star's perceived translational and rotational motion.""]","[{""title"": "" Stellar Spectroscopy - what can we learn about stars"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/oM5lEG2woA0?si=QTafh2QF3Bj-AQB0""}]",problems,"[""Explain how astronomers determine the chemical composition of stars using spectroscopy. Include the concept of spectral \""fingerprints\"" in your answer. __________________________________________________________________________________"", ""Explain what Wien's Law tells us about stars and write the mathematical relationship described in the video. __________________________________________________________________________________"", ""Describe the spectral characteristics that distinguish A-class stars from other stellar types, and explain what causes these features. __________________________________________________________________________________"", ""Compare the spectral lines of a white dwarf star and a blue giant star that have similar temperatures. Explain what causes the difference and what this tells us about stellar density. __________________________________________________________________________________"", ""Explain what causes spectral lines to shift toward the blue or red end of the spectrum, and what information this provides about stellar motion. __________________________________________________________________________________"", ""Describe how astronomers can determine if a star is rotating by examining its spectrum, and explain the physical reason behind this effect. __________________________________________________________________________________""]",,2025-07-27T05:56:04.373000+00:00
KH2VGQCK8Tw6eD5pPEkI,Materials Science,Nanomaterials,30 min,Unit 4: Advanced Topics,10,25,"[""materials_science_01"", ""materials_science_02"", ""materials_science_03"", ""materials_science_04"", ""materials_science_05"", ""materials_science_06"", ""materials_science_07"", ""materials_science_08"", ""materials_science_09""]",Explore the fascinating world of nanomaterials and nanotechnology applications.,"[""Define nanomaterials and size effects"", ""Understand quantum confinement"", ""Explore synthesis methods"", ""Identify nanotechnology applications""]","[{""description"": ""Simulate nanomaterial properties and behavior"", ""type"": ""AIconversation"", ""title"": ""Nanomaterials AI Simulator"", ""url"": ""https://example.com/nano-sim""}]",AIconversation,[],"You are an AI tutor specializing in nanomaterials. Help students understand size effects, quantum confinement, synthesis methods, and nanotechnology applications. Provide clear explanations of nanoscale phenomena.",2025-07-16T00:55:53.289000+00:00
LXG3NrzS8r6wokDIWlkN,Circuit Lab,All about Magnetism,,Unit 2,5,100,[],"Students will learn how magnetic fields work, how materials respond to them, and the differences between ferromagnetic, paramagnetic, and diamagnetic materials. The module includes practical examples and real-world applications to build a solid understanding of magnetic phenomena.","[""Understand basic magnetic fields and forces"", ""Identify types of magnetic materials"", ""Explain how magnetic domains affect magnetism""]","[{""title"": ""Magnetism 101"", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/document/d/18XepSR78F032y7lO05vFQaJCu5FChx5TuyLJWShAwqk/edit?usp=sharing""}, {""title"": ""worksheet!!"", ""type"": ""interactive"", ""description"": """", ""url"": ""https://drive.google.com/file/d/1lM3bNlmxoOY137euNwHMuxVeaBn6q3EL/view?usp=sharing""}, {""title"": ""Magnetic Fields"", ""type"": ""reading"", ""description"": """", ""url"": ""https://www.khanacademy.org/science/in-in-class-12th-physics-india/moving-charges-and-magnetism/x51bd77206da864f3:oersted-s-experiment-and-right-hand-rule/a/what-are-magnetic-fields""}, {""title"": ""Electromagnetism Speedrun"", ""type"": ""reading"", ""description"": ""show work "", ""url"": ""https://drive.google.com/file/d/1FYdBn1_dZPaPKx6oC0L56Q6McHBLiKox/view?usp=sharing""}, {""title"": ""Magnetic Force Homework "", ""type"": ""interactive"", ""description"": """", ""url"": ""https://www.teachengineering.org/content/van_/lessons/van_mri_lesson_2/mri_less2_hw1.pdf""}]",notesUpload,[],,2025-08-08T01:54:02.480000+00:00
LXaDmhMhYBeLiRLslHGa,Machines,Levers and pulleys,30-45 minutes,Unit 1,3,10,[],,"[""Understand different types of pulleys and levers.""]","[{""description"": """", ""type"": ""reading"", ""title"": ""Pulleys and Levers"", ""url"": ""https://www.youtube.com/watch?v=pxD3SHMp9Es""}]",none,[],,2025-08-03T18:28:02.576000+00:00
LjVD45U2SDlLh1W2hOom,Robot Tour,Robot Tour Programming + Components ,25 minutes,Unit 1,2,10,[],This module covers the basic components that will be used for creating the robot and it also includes some programming techniques.,"[""- Learn the components used on robots"", ""- Learn the programming techniques""]","[{""title"": ""Programming + Components"", ""type"": ""reading"", ""description"": ""This module covers the basic components that will be used for creating the robot and it also includes some programming techniques."", ""url"": ""https://docs.google.com/presentation/d/1Gd4C6lLTp1NHGJd9ZRlLBCUbNS7DcSHaFBD9paABP2g/edit?usp=sharing""}]",none,[],,2025-07-20T04:09:04.390000+00:00
LvhJqHt1JLniqE415Vzk,Water Quality,Module 1: Aquatic Biomes ,40 min,Unit 1,1,10,[],Students are expected to understand and identify different kinds of biomes and their characteristics. ,"[""Identify different kinds of zones"", ""Understand the characteristics of different biomes"", ""Understand the impact of human activity on the biomes ""]",[],notesUpload,[],,2025-07-20T22:35:00.822000+00:00
N9wvEd4shVtlh5HfguDv,Hovercraft,Forces,60+ minutes,Physics Content Review,2,10,[],Covers FBDs and all types of forces. Also has some practice problems around forces.,"[""Understand all forces"", ""Know how to draw free body diagrams"", ""Know how to approach and solve forces problems""]","[{""title"": ""Organic Chemistry Tutor - Forces & Free Body Diagrams Introduction"", ""type"": ""video"", ""description"": ""This video will get you started on the basics of forces and introduce the concept of Free Body Diagrams, which are very important in physics. You should watch the entirety of this video to make sure you understand at the minimum basic forces."", ""url"": ""https://www.youtube.com/watch?v=wAygj3fIOcc&t=2s&ab_channel=TheOrganicChemistryTutor""}, {""title"": ""Organic Chemistry Tutor - Forces Practice Problems"", ""type"": ""video"", ""description"": ""A YouTube video that provides a practice problem for each type of force. You should try solving these problems on your own before watching the solution. If you understand every problem covered in this video, you've essentially mastered all the forces that you need to know for Hovercraft! Though, since it is almost a 3-hour long video, I recommend you to skim through it at the very least."", ""url"": ""https://www.youtube.com/watch?v=pL2YfC-22Uc&list=PLhydt7aRK7DumZR08iF5FHA_1OZmmkTOK&index=6&ab_channel=TheOrganicChemistryTutor""}, {""title"": ""Forces Practice Problems Worksheet"", ""type"": ""reading"", ""description"": ""I provided a worksheet that you should be able to complete that also has the solutions attached. Try doing as many of these problems as you can to better understand forces!"", ""url"": ""http://www.mrpowellscience.com/uploads/1/0/9/8/109885942/extra_force_review_with_key_-_google_docs.pdf""}]",none,[],,2025-07-20T23:08:41.278000+00:00
NGMvpPQbTYMU0idABncD,Dynamic Planet ,Module 7 - Plate tectonics and Marine geology,45 min,Unit 3,7,10,[],This module goes over everything you need to know about plates and marine geology,"[""Understand the mechanism behind plate tectonics"", ""Learn basic characteristics that define tectonic plates"", ""Understand the differences between the three major plate boundaries"", ""Identify features within these plate boundaries"", ""Identify topographic features found near plate activities"", ""Understand the ages of oceanic and continental crusts"", ""Understand the significances of mid-ocean ridges in creating basalt"", ""Understand large geological features such as the ring of fire and the Mariana trench""]","[{""title"": ""Mod doc 7"", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/document/d/1uXqAV-SuHImt3RT8iCA6hUZ4xPEXNiQsAgeoUEq7M2E/edit?tab=t.0""}]",problems,"[""What are convection currents and how do they assist in plate tectonics?"", ""What are geological hotspots and how do they form seamounts? In what ways are they related to volcanic activities?"", ""Explain how fracture zones are formed and how they are different from transform plate boundaries."", ""Does higher density cause a plate to sink beneath the other? What two factors determine the density? "", ""What is the ring of fire? Why is there so much activity here? ""]",,2025-07-30T13:35:03.128000+00:00
NZr5OPq3PLtbR4xo34vW,Dynamic Planet,Module 5 - Topographic Features 3,45 min,Unit 2,5,10,[],This module talks about ocean basins and estuaries.,"[""Understand the definitions of ocean basins"", ""Learn about the changes to the current state of our ocean"", ""To be able to define estuaries"", ""Characterize and describe types of estuaries"", ""Understand the effects of estuaries on circulations""]","[{""title"": ""Mod 5"", ""type"": ""reading"", ""description"": ""https://docs.google.com/document/d/1bAMfp2WBn56tnbmZPcPvq-dGgw9fvsdlLFoI8-CeVDQ/edit?tab=t.0"", ""url"": ""https://docs.google.com/document/d/1bAMfp2WBn56tnbmZPcPvq-dGgw9fvsdlLFoI8-CeVDQ/edit?tab=t.0""}]",problems,"[""Explain how ocean basins are defined based on surface connectivity. How is this different from the definition based on continents?"", ""Identify and explain at least three sources for a changing ocean basin."", ""Name the 4 types of estuaries based on the geomorphological classification. State at least one quality for each that differentiates it from the rest."", ""Describe what a sill is and what difference it makes as its size changes. "", ""Name at least the 3 more common types of estuaries based on the circulatory classification. Briefly describe each one.""]",,2025-07-21T00:20:10.252000+00:00
OPMtHUwexEtzlvsjHQ15,Dynamic Planet ,Module 12 - Circulation,30 min,Unit 4,12,10,[],Ocean circulation is kinda related to currents.,"[""Understand the mechanism behind ocean overturning"", ""Understand the process of thermohaline circulation"", ""Know the significance of thermohaline circulation"", ""Learn the difference between the NADW and AABW"", ""Know their significance in the thermohaline circulation ""]","[{""description"": """", ""type"": ""reading"", ""title"": ""Mod doc 12"", ""url"": ""https://docs.google.com/document/d/1jhLU7HFTLFCY3HPqdV1bO1FPVZYkLRlFHn4IROLaFxw/edit?tab=t.0""}, {""description"": ""Bald guy lecture"", ""type"": ""video"", ""title"": ""Professor Henkle"", ""url"": ""https://www.youtube.com/watch?v=32TQdFJKIlI&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=8""}]",problems,"[""How is thermohaline circulation driven by density? Why causes water to be at different densities? "", ""The one and only, Johnny Lin, puts an airtag in his toy boat that actually floats. Assume he tracks his toy boat that is as functional as any other real boat. Why would the boat not flow with thermohaline circulation (at least directly/for the most part)? "", ""Name the two major water masses that drive thermohaline circulation. Explain how the two are distinct from each other."", ""How do polynyas assist in ocean overturning? ""]",,2025-08-11T02:01:22.519000+00:00
OUMvviow29nckDAAYFfM,Dynamic Planet ,Module 11 - Currents,45 min,Unit 4,11,10,[],currents,"[""Understand the mechanism behind currents"", ""Identify and describe the types of gyres"", ""Understand the process that drives gyres"", ""Identify and describe the types of coastal currents"", ""Acknowledge the significance of coastal currents in transporting sediments and nutrients"", ""Understand the Coriolis effect""]","[{""description"": """", ""type"": ""reading"", ""title"": ""Mod doc 11"", ""url"": ""https://docs.google.com/document/d/1NawE6pn_qN0NzYaJIb3naK71VkYcPFt6EcR2s9BfRzA/edit?tab=t.0""}, {""description"": """", ""type"": ""video"", ""title"": ""Sorry no bald guy lecture this time"", ""url"": ""https://www.youtube.com/watch?v=UgJ67AswrEs&pp=ygUOY3VycmVudHMgb2NlYW4%3D""}]",problems,"[""What are longshore currents and how do they work? How is this different from rip currents?"", ""Explain the process of upwelling and downwelling. How do both processes affect the biodiversity of marine ecosystems?"", ""King Sabir is at it again, studying Coriolis forces at the University of SciLA (no affiliations with real-life universities). Suppose he throws a ball in a straight line and it deflects, slightly, to the southeast direction. Which hemisphere, north or south, is he throwing the ball from; explain the mechanism behind the deflection of the ball."", ""What are some driving forces of surface currents?"", ""What are the 3 types of Gyres and how do they form garbage patches?"", ""also if u upload notes for this module and onwards, we'll give extra credits""]",,2025-08-03T08:41:09.737000+00:00
OUuKEyP2Blzqdu0L3XCQ,Astronomy,Gas Giants,40 min,Unit 2,6,20,[],"Goes into general gas giants, terminology, classification, extrasolar cold gas giants/gas dwarfs, and precipitation/meteorological phenomena involving jovian weather, jupiter's red spot, and helium rain on saturn and jupiter.","[""Understand the basic characteristics of gas giants."", ""Understand the different classifications and terminology that gas giants involve.""]","[{""title"": ""Gas giant"", ""type"": ""reading"", ""description"": ""Lemon!"", ""url"": ""https://en.wikipedia.org/wiki/Gas_giant""}]",problems,"[""What percentage of Jupiter and Saturn\u2019s masses consists of heavier elements? _________________________________________________________________________________"", ""What is the layer of metallic hydrogen in gas giants? _________________________________________________________________________________"", ""What are the five different classifications of gas giants? With additional research, describe characteristics of each classification. _________________________________________________________________________________"", ""What happens to cold gas giants as their mass increases beyond 500 Earth masses? 1) they volume expands further 2) they shrink due to gravitational compression 3) they maintain the same size 4) they explode from internal pressure"", ""What is the main characteristic that defines a gas dwarf? 1) planet smaller than earth with thin atmosphere 2) made entirely of gas with no solid core 3) failed star that couldn\u2019t ignite fusion 4) rocky core with thick hydrogen/helium envelope"", ""What drives the weather patterns on gas giants like Jupiter? 1) iron oxide particles in atmosphere 2) methane absorption of blue light 3) tholins/organic compounds trapped in storm 4) reflected light from jupiter\u2019s moons""]",,2025-07-19T21:56:14.669000+00:00
P0htMz5CPipEaThJzRTQ,Materials Science,Quantum Mechanics (pt. 1),240 mins,Unit 1,1,10,[],a,"[""a""]","[{""title"": ""Nanoscience 2: Quantum Mechanics"", ""type"": ""reading"", ""description"": ""Select chapter from Introduction to Nanoscience - S.M. Lindsay (Oxford)"", ""url"": ""https://drive.google.com/file/d/1rl-cVyDgBehYuLZz7i9Br1ZX_pjn3p33/view?usp=sharing""}]",none,[],,2025-07-20T22:24:37.858000+00:00
P8eqt897ObYbZXzOCkol,Designer Genes,"DNA, RNA Components + Structure",15 min,Unit 1,1,10,[],"This module goes into the structure of both DNA and RNA, which are fundamental in genetics. ","[""Basic nitrogenous bases information"", ""DNA nucleotide components"", ""DNA structure and characteristics"", ""Comparing and contrasting DNA with RNA""]","[{""title"": ""Module 1 Doc"", ""type"": ""reading"", ""description"": ""Gives notes and links to resources"", ""url"": ""https://docs.google.com/document/d/1SAto4bFQo0UuVQVTlCOxZKbQNLXntnRGu_pYV_FHYCc/edit?tab=t.0""}]",problems,"[""Why do the nitrogenous bases pair the way they do?"", ""What are the main components of a nucleotide?"", ""How would you describe the structure of DNA?"", ""How is RNA unique and alike to DNA?""]",,2025-07-18T21:56:29.430000+00:00
PRnEuNhMinXKHP8LCmhG,Designer Genes,Mitosis and Meiosis,30 min,Unit 2,5,25,[],This module goes into the cell cycle and the differences between mitosis and meiosis. ,"[""Differentiation of meiosis and mitosis"", ""Cell cycle and mitosis"", ""Meiosis""]","[{""title"": ""Module 5 Doc"", ""type"": ""reading"", ""description"": ""Gives notes and tasks"", ""url"": ""https://docs.google.com/document/d/1-hwfhQDnUUE16fw44gjO0K2k3d6ZwAibExAvF1Lon8I/edit?tab=t.0#heading=h.4sf0za9klygs""}]",problems,"[""When is mitosis and meiosis used?"", ""How do the phases of mitosis and the cell cycle cooperate with each other?"", ""Why does meiosis produce haploid gametes and not diploid cells?""]",,2025-07-19T02:29:44.331000+00:00
QTMOpXACZeoCOUYkkOff,Disease Detectives,Types of Epidemiological Studies,20 min,Unit 2,6,15,[],This module goes in the core types of epidemiological studies conducted during investigations. ,"[""Experimental and Observational Studies "", ""Advantages/Disadvantages of each study""]","[{""description"": ""Concise notes"", ""type"": ""reading"", ""title"": ""NIH Epidemiology of Study Design"", ""url"": ""https://www.ncbi.nlm.nih.gov/books/NBK470342/""}, {""description"": ""Notes and tips for this topic"", ""type"": ""reading"", ""title"": ""Module 6 Doc"", ""url"": ""https://docs.google.com/document/d/1iZKnSwf-wQl6VzIvp5fjubCp4yrYC1EZpkZEyoRRoMQ/edit?tab=t.0""}]",problems,"[""What is the difference between cohort and case control studies?"", ""Which study is conducted in a single point of time?"", ""Give an example of an experimental study and an observational study."", ""Be able to identify what study is being conducted when given a scenario. ""]",,2025-07-30T23:14:35.331000+00:00
ROY6Q72t0EFKTO2xXuEf,Machines,Newton's 3 laws,45 minutes,Unit 1,1,10,[],,"[""Understand newton's three laws and the basic nature of force and motion.""]","[{""title"": ""Newton's three laws"", ""type"": ""reading"", ""description"": ""Google document. "", ""url"": ""https://docs.google.com/document/d/10wsJBEFmfeMirBP3dfx21p2zsgb6Y3VeMLy9pm_ddCE/edit?tab=t.0""}]",none,[],,2025-07-21T03:19:41.691000+00:00
SH1vlWRo6dFzlAhCiyOM,Disease Detectives,Statistics and Formulas,25 min ,Unit 3,8,20,[],This module goes into essential formulas you must know for calculation questions,"[""Formulas "", ""When to use which formula "", ""Tips for calculation questions"", ""Justifying conclusions using data""]","[{""description"": ""gives important notes + tips"", ""type"": ""reading"", ""title"": ""Module 7 Doc"", ""url"": ""https://docs.google.com/document/d/1E3MA0E_t6bQLMHVjkWNEum0dceWmdLjAWnAFwhZ48QY/edit?tab=t.0""}, {""description"": ""good notes on the distinction between ratios, proportions, and rates. These are very common measures used in this event."", ""type"": ""reading"", ""title"": ""Principles of Epidemiology Section 1"", ""url"": ""https://archive.cdc.gov/www_cdc_gov/csels/dsepd/ss1978/lesson3/section1.html""}]",none,[],,2025-08-06T00:23:25.414000+00:00
Tjel2SHkGYeTeYMALkX7,Electric Vehicle,EV MODULE #2,80 Minutes,Unit 1,2,10,[],This module covers the fundamentals of coding from motor control to controlling direction and speed.,"[""Get a grasp of Arduino programming"", ""Get a grasp of coding motors and using motor drivers""]","[{""description"": ""Access using DOE email"", ""type"": ""external"", ""title"": ""EV MODULE #2"", ""url"": ""https://docs.google.com/document/d/1KlnjFBjVjgHZhidC0WCGhB-Xp2KmissHQ_7oD66si9c/edit?tab=t.0""}]",notesUpload,[],,2025-07-20T15:46:14.582000+00:00
Tq1deuzQwlyG4hF9l8nn,Dynamic Planet,Module 4 - Topographic Feature 2,45 min,Unit 2,4,10,[],"This module goes over the three major parts of the ocean, namely the continental margin, the abyssal plains, and the mid-ocean ridge. We will also learn about oceanic zones and how they differ from each other.","[""Learn to identify and recall the four sections of a continental margin"", ""Differentiate between an active and a passive margin"", ""Explain the formations of features in a continental margin"", ""Understand geological features in an abyssal plains"", ""Recognize the significance of the mid-ocean ridge in forming new oceanic crusts"", ""Classify oceanic zones based on luminosity""]","[{""title"": ""Module doc"", ""type"": ""reading"", ""description"": ""https://docs.google.com/document/d/1DAxaKJPb_t7bWQ2TYup-V8Xt1mk2MSQn8Eyw_goDF30/edit?tab=t.0"", ""url"": ""https://docs.google.com/document/d/1DAxaKJPb_t7bWQ2TYup-V8Xt1mk2MSQn8Eyw_goDF30/edit?tab=t.0""}, {""title"": ""Bald guy video (Optional)"", ""type"": ""reading"", ""description"": ""This video includes some of the basics as well as some extra\nhttps://www.youtube.com/watch?v=Bab_6o7JFh4&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=1"", ""url"": ""https://www.youtube.com/watch?v=Bab_6o7JFh4&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=1""}]",problems,"[""In the image attached in the doc, what is the oceanic feature represented by the arrow?"", ""State and explain three differences between a slow-spreading and a fast-spreading ridge. Where does the youngest oceanic crust lie?"", ""Name the 4 sections of the continental margin in order. What is the underwater valley that might be located in the continental slope referred to as?"", ""What are the differences between a passive and an active margin? Which category does the east coast and the west coast of the US fall into? (Also, what are lithospheric plates also known as?)""]",,2025-07-17T08:40:20.746000+00:00
Tz7F6NRPN4JtgED6ygiP,Materials Science,Introduction to Materials Science,15 min,Unit 1: Fundamentals,1,10,[],Get introduced to the fascinating world of materials science and understand how the structure of materials determines their properties.,"[""Define materials science and its interdisciplinary nature"", ""Identify the four main classes of materials"", ""Understand the structure-property relationship"", ""Recognize applications of materials science in everyday life""]","[{""description"": ""Comprehensive introduction to materials science fundamentals"", ""type"": ""reading"", ""title"": ""Materials Science and Engineering Textbook Chapter 1"", ""url"": ""https://example.com/textbook-ch1""}, {""description"": ""5-minute overview video explaining materials science basics"", ""type"": ""video"", ""title"": ""What is Materials Science?"", ""url"": ""https://youtube.com/watch?v=example1""}]",none,[],,2025-07-16T00:55:31.605000+00:00
U5dJgLJFx0o8exGVeLnw,Chem Lab,2. Introduction to Kinetics,20 minutes,Unit 1,2,10,[],"From this module, you should gain a brief introduction as to what kinetics are in a reaction. You should also begin to understand what factors may affect a reaction's kinetics in terms of the Arrhenius equation as well as the collision theory","[""Understand what kinetics is"", ""Learn how kinetics  of a reaction may be affected"", ""Conceptually understand the Arrhenius equation"", ""Learn and apply the collision theory to kinetics."", ""Apply knowledge to practice problems""]","[{""description"": ""Notes +Practice Problems"", ""type"": ""external"", ""title"": ""2. Introduction to Kinetics"", ""url"": ""https://docs.google.com/document/d/11MvXcEDFxpXKbRqQDHEnuwiDKf8Eej6AQCKlBFu8q88/edit?usp=sharing""}, {""description"": ""Extra video on the collision theory."", ""type"": ""video"", ""title"": ""Collision Theory"", ""url"": ""https://www.youtube.com/watch?v=wbGgIfHsx-I""}, {""description"": ""Additional video that goes more in-depth into the Arrhenius equation."", ""type"": ""video"", ""title"": ""Arrhenius Equation Activation Energy and Rate Constant K Explained"", ""url"": ""https://www.youtube.com/watch?v=16fFjAcxJSc""}]",notesUpload,[],,2025-07-20T14:38:35.088000+00:00
Uud7xBlgQ8dPpaihCUNb,Designer Genes,Human Karyotype Analysis,20 min,Unit 2,6,15,[],This modules goes into the basics of karyotypes as well as how to create and analyze them.,"[""Basic chromosomal knowledge"", ""Chromosome structure"", ""Karyotype preparation"", ""Genetic conditions""]","[{""title"": ""Module 6 Doc"", ""type"": ""reading"", ""description"": ""Gives notes and tasks"", ""url"": ""https://docs.google.com/document/d/1qQwVKghrhFRFE1g80VqOp2HxojQB_xnjZtJOEtopsMg/edit?tab=t.0#heading=h.sau7341qmzlf""}]",problems,"[""What is a karyotype?"", ""How many chromosomes are typically shown in a karyotype?"", ""What are the different steps in preparing a karyotype?"", ""What are some abnormalities detected by a karyotype?""]",,2025-07-19T02:51:20.038000+00:00
VD123Q32vFK3WIQtcVpu,Codebusters,Baconian Cipher,15 min,Unit 1,3,10,[],This module includes step-by-step instruction on encoding and decoding using A/B groupings and practice problems!,"[""Convert plain text to Baconian Cipher and vice versa"", ""Recognize cipher patterns in disguised or hidden formats"", ""Solve Baconian Cipher problems""]","[{""title"": ""Intro to the Baconian Cipher"", ""type"": ""video"", ""description"": ""Learn about the baconian cipher and how to solve it"", ""url"": ""https://www.youtube.com/watch?v=ga_zcVxh2Fg""}, {""title"": ""Make Your Own"", ""type"": ""interactive"", ""description"": ""Make your own practice problems using this website, or use it to check your answers"", ""url"": ""https://cryptii.com/pipes/bacon-cipher""}]",none,[],,2025-07-27T02:01:56.687000+00:00
VSAi1Kb0oONqXRMumuSV,Dynamic Planet,Module 1 - Seawater ,35 min,Unit 1,1,10,[],"This module covers a some of the properties of water relating to density and salinity. Other topics include composition, sources of salts, density, variation in salinity, and halocline/pycnocline. ","[""Understand the composition and properties of water. "", ""What the sources of salts come from. "", ""The properties of density of seawater and how that related to the other topics. "", ""What salinity is and how it varies in the ocean. "", ""About the halocline and pycnocline. ""]","[{""title"": ""Module 1 Resource Doc "", ""type"": ""reading"", ""description"": ""Use bxsci account for all docs\n\n"", ""url"": ""https://docs.google.com/document/d/16p-yA7tJEs9Q3JYegYn6MgRxApVZTtTVfrYRy3XqEpQ/edit?usp=sharing""}, {""title"": ""What is salinity?"", ""type"": ""video"", ""description"": """", ""url"": ""https://www.youtube.com/watch?v=GqTbXYZCXT8&list=PLV1RtvJKmhG6FRrg6u4i-q-pVHxdaaB9K&index=10""}, {""title"": ""Seawater density"", ""type"": ""video"", ""description"": """", ""url"": ""https://www.youtube.com/watch?v=DQraFRFKGek&list=PLV1RtvJKmhG6FRrg6u4i-q-pVHxdaaB9K&index=12""}]",problems,"[""Which glacier mentioned in this module significantly affected the salinity of its surroundings (no looking back)?"", ""Explain the correlation between rates of evaporation and salinity. How can some places further away from the equator have high salinity?"", ""Describe the trend in salinity as you dive deeper in the ocean."", ""What relationship do the layers based on density, temperature, and salinity have with each other in the ocean?"", ""Why would an influx of freshwater from external sources alter the depth of the halocline? How does the depth change (generally)?"", ""What are the six most abundant ions and where do they come from?"", ""What are some similar and different aspects of properties/composition of pure water and seawater?""]",,2025-07-17T03:02:55.929000+00:00
